"date","setting","series","note","info","source"
"2246","secondary","TOS","Some sources give Kirk's age here as 14. We assume the figure is rounded up.","October 10. Young James Kirk witnesses the massacre of four thousand colonists on Tarsus 4 by Kodos the Executioner. Kirk is rescued by Sarek, but his memory of the ambassador is suppressed.","A Flag Full Of Stars - TOS 54; Avenger Ch 1; The Conscience Of The King - Star Trek 1"
"2247","secondary",NA,NA,"Spock, along with a group of Vulcan and human students, is taken hostage by Sered, a Romulan sympathizer. Spock escapes with David Rabin, who will later convince Spock to join Starfleet.","Vulcan's Forge"
"2247","time travel","TOS",NA,"George Kirk and his family are forced to flee the Federation Embassy on Grex when racial violence erupts in the streets. Due to interference from the Janus Gate on Tlaoli 4, 14 year-old James Kirk disappears and is replaced by his adult self from 2265.","The Janus Gate Book 3: Past Prologue - TOS"
"2248","secondary","TOS",NA,"At age sixteen, Spock chooses to enter Starfleet Academy against the wishes of his father, causing a rift that will last eighteen years.","Sarek Ch 12; Vulcan's Glory - TOS 44; Journey To Babel - Star Trek 4"
"2249","secondary",NA,"This is 43 years before the framing story, whereas the text claims 45 years.","George Kirk Sr. allows young James, age sixteen, to accompany him on an expedition to the planet Faramond. They depart from the shuttle bay of the Enterprise, where Jim Kirk meets Captain April and sets foot on the bridge. Later, they are attacked by Roy Moss and the pirate ship Shark, and are rescued by April.","Best Destiny"
"2250","inferred","TOS",NA,"Kirk enters Starfleet Academy. While on a training mission aboard the USS Republic, Kirk records a mistake made by Benjamin Finney in the duty log. Finney will come to believe that this report has slowed his advancement in Starfleet.","My Brother's Keeper: Republic - TOS 85; Court Martial - Star Trek 2"
"2251","inferred","TOS",NA,"Kirk is awarded the Palm Leaf of Axanar for his achievement on a peace mission following Captain Garth of Izar's victory over the Klingons.","Court Martial - Star Trek 2; Whom Gods Destroy - Star Trek 5"
"2251","inferred","TOS",NA,"Ensign Spock graduates from the Academy and serves as Assistant Science Officer on a space cutter ship.","Vulcan's Glory - TOS 44"
"2251","secondary","TOS","According to Where No Man Has Gone Before, Kirk was a lieutenant when Mitchell joined the Academy. Friedman's story tries to reconcile this by suggesting Kirk achieved the rank in his second year as a student. A more reasonable solution would be to place Mitchell's academy years a bit later.","Cadets James Kirk and Gary Mitchell receive a commendation from Captain Bannock for their actions during a patrol of the Klingon Neutral Zone.","My Brother's Keeper: Republic - TOS 85"
"2252","secondary",NA,NA,"After nine years, April announces Christopher Richard Pike as his successor to the captaincy of the Enterprise.","Final Frontier - Epilogue"
"2253","secondary","TOS",NA,"McCoy, age 26, is assigned as Junior Medical Officer aboard the USS Republic under Captain Hillios and CMO Vincent Bando. On the planet Ssan, he saves the life of a ruthless assassin.","Shadows On The Sun - Book 2; The Better Man - TOS 72"
"2254","inferred","TOS",NA,"Spock is promoted to Lieutenant Junior Grade and serves as Science Officer on the USS Artemis.","Vulcan's Glory - TOS 44"
"2254","inferred","TOS",NA,"Prior to his graduation from the Academy, Kirk serves as a midshipman aboard the USS Farragut.","Crossroad - TOS 71"
"2254","secondary","TOS",NA,"McCoy assigned Chief Medical Officer aboard the USS Richard Feynman. After seven months, he transfers to the USS Koop as a Junior M.O.","The Better Man - TOS 72"
"2254","secondary","TOS",NA,"Kirk modifies the Kobayashi Maru simulation, enabling him to rescue the ship.","The Kobayashi Maru - TOS 47; Star Trek 2: The Wrath Of Khan; A Test Of Character - SNW 7"
"2255","secondary","TOS",NA,"Ensign James T. Kirk, age 22, receives a Decoration Of Valor for his injuries sustained while battling the pirates of Epsilon Canaris 3 aboard the USS Farragut. McCoy oversees Kirk's rehabilitation on Starbase 7, and later Kirk visits his home on Centaurus (aka Alpha Centauri 4). McCoy's daughter Joanna is nine years old.","Crisis On Centaurus - TOS 28 Ch 3"
"2256","primary","TOS",NA,"Spock is promoted to full Lieutenant and assigned Second Officer aboard the USS Enterprise under Captain Pike. Lt. Montgomery Scott is assigned to Engineering.","Vulcan's Glory - TOS 44"
"2256","primary",NA,"The Enterprise is said to be only nine years old.","Yeoman Colt signs aboard the Enterprise. The Federation negotiates a dilithium mining agreement with the Eremoids.","Conflicting Natures - Enterprise Logs"
"2256","secondary",NA,"According to the details given in the televised version of The Menagerie, the Talosian incident would be in 2253, while Spock's assignment to the Enterprise would be in 2252. However, these dates are incompatible with Spock's service record in Vulcan's Glory.","Captain Pike is captured by the Talosians, who have incredible power to create illusion.","The Menagerie - Star Trek 4"
"2256","secondary","TOS",NA,"Pike's Enterprise makes first contact with the Calligar after passing through a temporal rift that opens every 33 years.","The Rift - TOS 57 First Contact"
"2256","secondary","CT",NA,"Pike backstory.","Where Sea Meets Sky - CT 6"
"2256","secondary","TOS",NA,"The USS Hood makes first contact with the Rey.","The Great Starship Race - TOS 67"
"2257","secondary","TOS",NA,"Lieutenant Kirk survives the attack of the vampire cloud creature upon the Farragut, which kills half the crew, including Captain Garrovick.","My Brother's Keeper: Constitution - TOS 86; Obsession - Star Trek 9; The Ashes Of Eden"
"2257","secondary","TOS",NA,"Serving aboard the USS Constitution with Gary Mitchell, Second Officer Kirk is forced to take command when Captain Augenthaler and First Officer Hirota are incapacitated on Sordinia 4.","My Brother's Keeper: Constitution - TOS 86"
"2257","secondary","TOS",NA,"McCoy signs aboard the Constitution to work under CMO Christina Velasquez.","My Brother's Keeper: Enterprise - TOS 87"
"2257","secondary","SNW",NA,"Pike saves the lives of his senior staff while surveying Corinthia 4.","A Private Anecdote - SNW 1"
"2257","secondary","TOS",NA,"Pike's Enterprise responds to a distress call from the freighter Lisander, which is under attack from a Merkaan named Hamesaad Dreen.","Legacy - TOS 56"
"2258","inferred",NA,NA,"Prior to his next promotion, Kirk serves under Captain Wilhelm Schang aboard the Tresher.","Devil World"
"2258","secondary","TOS",NA,"Lieutenant Commander James T. Kirk spends a year on the planet Shad.","The Covenant Of The Crown - TOS 4 p 23-29"
"2259","inferred","TOS",NA,"Kirk serves as Second Officer aboard the Aeolus, and has a relationship with Cecilia Simons.","Enemy Unseen - TOS 51"
"2259","secondary","TOS",NA,"Death of Hikaru Sulu's grandfather, Tetsuo Inomata. Sulu survives the Kobayashi Maru scenario by refusing to aid the distressed ship.","The Kobayashi Maru - TOS 47"
"2260","inferred","TOS",NA,"Kirk serves as First Officer aboard the USS Bonhomme Richard.","Corona - TOS 15"
"2261","secondary","TNG",NA,"Dr. Roger Korby is mortally wounded in a crash on Exo 3. His consciousness is transferred into an android body.","Immortal Coil - TNG; What Are Little Girls Made Of? - Star Trek 11"
"2262","secondary",NA,"Several novels, including The Wrath Of Khan and Faces Of Fire, contradict this account by claiming that Kirk was unaware of his son. Given that this scene is described as a dream, it may be historically unreliable.","While holding his three month-old son David, Kirk informs Carol Marcus that he has been asked to oversee the refit of the Enterprise.","The Ashes Of Eden Ch 35"
"2262","inferred","TOS",NA,"Uhura serves as Jr. Communications Officer aboard the USS Ahriman.","The Tears Of The Singers - TOS 19"
"2262","inferred",NA,NA,"While serving together aboard the Lydia Sutherland, Kirk and Mitchell are both seriously injured in an incident at Ghioghe.","Enterprise - The First Adventure"
"2262","secondary","TOS",NA,"Chekov completes the Aslan training scenario, surviving for three days in the midst of an 'assassin'.","The Kobayashi Maru - TOS 47"
"2263","primary","SCE",NA,"Book","Foundations Book 1 - SCE 5"
"2263","primary",NA,"McIntyre's novel stretches the limits of credibility, forcing the reader to assume that the entire bridge crew (except Spock) transferred elsewhere prior to Where No Man Has Gone Before, only to return to their previous posts immediately thereafter. For those who would eliminate certain novels to preserve continuity, the storyline in Friedman's Brother's Keeper omnibus is probably preferred.","March. Pike is promoted to Commodore. Just prior to his 30th birthday, James T. Kirk is commissioned as captain of the USS Enterprise. Commander Spock is chosen by Starfleet to serve as First Officer over Kirk's objections. Kirk selects McCoy to be Chief Medical Officer. Montgomery Scott is Chief Engineer, Nyota Uhura is Communications Officer, Hikaru Sulu is Helmsman, Janice Rand is Yeoman with bridge duty. Ensign Chekov has low watch on the bridge. Navigator Gary Mitchell is still recovering from his injuries at Ghioghe. Kirk's relationship with Carol Marcus ends.","Enterprise - The First Adventure"
"2263","inferred",NA,NA,"March. Sulu transfers to Astrophysics, replaced at the helm by Lee Kelso.","Strangers From The Sky"
"2263","inferred",NA,NA,"March. McCoy requests leave on Starbase 6 (perhaps to attend to his ill father). Dr. Mark Piper, David Bailey and Dr. Elizabeth Dehner sign aboard.","Strangers From The Sky"
"2263","secondary",NA,NA,"March. While investigating the planet Kapeshet, the landing party is transported back in time to witness a secret first contact with Vulcans on Earth. The party's memories of the event are suppressed.","Strangers From The Sky"
"2263","secondary",NA,NA,"March. Five months into the mission, the Enterprise discovers a vessel in the Mandylion Rift which had fled from the Totality in the Greater Magellanic Cloud. Lt. Hounslaw Tanaka, in a competition to win the vessel, becomes the first fatality under Kirk's command.","Captain's Peril"
"2264","secondary","TOS","Said to occur immediately after the Dimorus mission, when Gary Mitchell is hit with a poisoned dart. However, Captain's Peril establishes that Mitchell left the ship for over three months to recuperate. Must occur after Captain's Peril given the deaths of two crewmen.","While on a secret mission along the Klingon Neutral Zone, the Enterprise is commandeered by renegade Klingons led by Commander Kang.","My Brother's Keeper: Enterprise - TOS 87"
"2264","inferred","TOS",NA,"Following the death of his father, McCoy goes on a medical relief mission to Capella 4.","My Brother's Keeper: Constitution - TOS 86; Friday's Child - Star Trek 3"
"2264","secondary","TNG",NA,"The Enterprise attempts to cross the Energy Barrier at the outer edge of the galaxy, where the disoriented and incorporeal being Q is trapped.","Q-Squared"
"2264","primary","TOS",NA,"Gary Mitchell, Elizabeth Dehner and Lee Kelso are killed on Delta Vega following the encounter with the Galactic Barrier.","Where No Man Has Gone Before - Star Trek 8; My Brother's Keeper: Republic - TOS 85"
"2264","primary","TOS","Kirk is surprised to hear Piper's request for a discharge. However, earlier in Strangers From The Sky, Piper's retirement date had already been set.","Services for Lee Kelso are held aboard the Enterprise. Lt. Daniel Alden, Yeoman Barbara Smith and Dr. Mark Piper transfer off the ship. Lt. Hikaru Sulu is (re)assigned as helmsman.","My Brother's Keeper: Constitution - TOS 86"
"2264","primary","TOS","It is inferred that Uhura, Bailey and Rand are coming aboard the Enterprise for the first time. Also, McCoy claims to have served with Kirk previously aboard the Constitution, but not the Enterprise.","Uhura, Bailey and Rand are reassigned to the bridge crew. McCoy returns as Chief Medical Officer. Kirk delivers the eulogy at Mitchell's funeral.","My Brother's Keeper: Enterprise - TOS 87"
"2264","secondary","DS9",NA,"Audrid Dax participates in a classified mission with Fleet Captain Pike.","Sins Of The Mother - The Lives Of Dax"
"2265","secondary","TLE",NA,"Having completely plundered the planet of Oghen, the Neyel Hegemony sends forth a fleet of ships to conquer and colonize additional worlds.","TLE: The Sundered Ch 20"
"2265","inferred",NA,NA,"Following a minor refit of the Enterprise and changes in uniform design, the famed 'five-year mission' begins.",NA
